,name,url,year,certificate,rating,votes,plot
238,Dark Souls III,https://www.imdb.com/title/tt4795016/?ref_=adv_li_tt,2016,M,9.1,"4,383","The fire is fading. Darkness creeps across the land. The Lords of Cinder charged with watching over the First Flame have abandoned their thrones. The Champion of Ash, an undead is chosen to return them to their thrones."
239,Middle-Earth: Shadow of Mordor,https://www.imdb.com/title/tt3330488/?ref_=adv_li_tt,2014,M,8.2,"5,606","The family of Talion, a ranger of Gondor responsible for guarding the Black Gate of Mordor, is killed by Saurons armies, but Talion is revived with wraith-like abilities and heads into Mordor to exact his revenge."
240,Alien vs. Predator: Evolution,https://www.imdb.com/title/tt15034706/?ref_=adv_li_tt,2013,T,8.1,8,"After subjugating a Xenomorph Hive, Berserker Predators murder a fellow Yuatja, alerting its master who sets out to take vengeance. Meanwhile a rogue Xenomorph is born to answer the call of its enslaved Queen."
241,The Sopranos: Road to Respect,https://www.imdb.com/title/tt0484895/?ref_=adv_li_tt,2006,M,6.0,513,"Taking place after season 5 of the series, The Sopranos: Road to Respect involves Joey LaRocca attempting to rise up in Tony Soprano's organization and come out from under the shadow of his father."
242,Batman: The Telltale Series,https://www.imdb.com/title/tt5785964/?ref_=adv_li_tt,2016,M,8.0,"3,824","Follows Bruce Wayne as he tries to juggle being the Billionaire and owner of Wayne Enterprises, with the masked vigilante Batman."
243,The Fifth Element,https://www.imdb.com/title/tt0377917/?ref_=adv_li_tt,1998,T,7.6,"11,904","In this tense 3-D action adventure game based on the eponymous movie, play as either New York City cabby Korben Dallas or the mysterious Leeloo, a woman who holds the secret to the safety of the entire universe."
244,Total War: Warhammer III,https://www.imdb.com/title/tt18816210/?ref_=adv_li_tt,2022,,8.2,26,Add a Plot
245,Metal Gear Solid 4: Guns of the Patriots,https://www.imdb.com/title/tt0462423/?ref_=adv_li_tt,2008,M,9.4,"10,612","When the nations of the world rely upon private military companies to fight their battles for them, renegade Liquid Ocelot emerges as the head of a potent coalition of mercenary powers. Solid Snake returns to save the world once again."
246,The Wolf Among Us,https://www.imdb.com/title/tt3186880/?ref_=adv_li_tt,2013,M,8.9,"7,149","As Bigby Wolf, the big bad wolf in human form, you will discover that the brutal, bloody murder of a Fable is just a taste of things to come when another dead Fable is found which starts the hunt for a serial killer."
247,Tales of Arise,https://www.imdb.com/title/tt11061762/?ref_=adv_li_tt,2021,T,8.3,257,"Rena's superior technological and magical advancement cause it to hold power over Dahna, taking its resources and treating its people as slaves."
248,The Amazing Spider-Man 2,https://www.imdb.com/title/tt3262076/?ref_=adv_li_tt,2014,T,5.7,"1,287",Spiderman faces new threats to the city of New York.
249,Psychonauts 2,https://www.imdb.com/title/tt5337160/?ref_=adv_li_tt,2021,T,8.8,617,"The game will pick up after the conclusion of Psychonauts in the Rhombus of Ruin, following Zanotto's rescue, the team returns to Psychonaut Headquarters, where Raz discovers that the ... See full summary »"
250,Call of Duty: World at War,https://www.imdb.com/title/tt1323508/?ref_=adv_li_tt,2008,M,8.2,"11,639",An epic story of an American marine and a Soviet soldier in WWII.
251,The Legend of Zelda: Ocarina of Time,https://www.imdb.com/title/tt0184666/?ref_=adv_li_tt,1998,E,9.6,"9,526",A young Kokiri boy discovers that his destiny is to free the Seven Sages and save the land of Hyrule from the treacherous sorcerer Ganondorf.
252,Left 4 Dead 2,https://www.imdb.com/title/tt1543024/?ref_=adv_li_tt,2009,M,8.3,"6,776",Four new survivors must make their way across the American South while surviving a zombie apocalypse.
253,League of Legends,https://www.imdb.com/title/tt2071507/?ref_=adv_li_tt,2009,T,7.2,"2,731",Assume the role of an unseen summoner and battle against a team of other players or computer-controlled champions in the immensely popular multiplayer online battle arena League of Legends.
254,Hollow Knight,https://www.imdb.com/title/tt7791150/?ref_=adv_li_tt,2017,E10+,8.8,"2,039","This is the story of a knight, in a quest to uncover the secrets of the long-abandoned kingdom of the Hallownest insects, whose depths attract the adventurous and brave with the promise of treasure or the answer to ancient mysteries."
255,Gears 5,https://www.imdb.com/title/tt8801880/?ref_=adv_li_tt,2019,M,7.8,"1,389","As Kait you must journey across the biggest, most beautiful Gears world to uncover the origins of the Locust, and fight with your squad to protect what's left."
256,Xenoblade Chronicles,https://www.imdb.com/title/tt1710626/?ref_=adv_li_tt,2010,T,8.9,644,"In a world of endless ocean, all life lives on the decaying corpses of two gigantic titans, the Bionis and Mechonis. When the army of Mechonis attacks his home, young scientist Shulk sets out for revenge."
257,Dark Souls,https://www.imdb.com/title/tt2015348/?ref_=adv_li_tt,2011,M,9.1,"4,770","After narrowly escaping a doomed fate in an asylum, an undead warrior fights his way through the desolate remains of Lordran, once a sprawling utopia lead by the gods, to seek his purpose and fulfill a centuries old prophecy."
258,Call of Duty: Ghosts,https://www.imdb.com/title/tt2951478/?ref_=adv_li_tt,2013,M,6.6,"8,584","Ten years after a terrible attack that wipes out part of the population, two brothers must rebel against a federation controlled by a psychotic soldier who once was part of the rebellion called ""The Ghosts""."
259,Far Cry Primal,https://www.imdb.com/title/tt5114332/?ref_=adv_li_tt,2016,M,7.4,"3,306","Set during the Stone Age, Far Cry Primal follows Takkar, who rises from an unarmed hunter to the leader of his tribe."
260,Assassin's Creed: Rogue,https://www.imdb.com/title/tt4117250/?ref_=adv_li_tt,2014,M,7.7,"4,166","Bridging the gap between Assassin's Creed IV and III, as tragedy and failure force Shay Cormac to question his own Creed. The Assassin turns Templar and embarks on a quest of vengeance and personal revelation, during the Seven Years' War."
261,Spider-Man: Shattered Dimensions,https://www.imdb.com/title/tt1629701/?ref_=adv_li_tt,2010,T,7.7,"1,501","An artifact known as the ""Tablet of Order and Chaos"" is shattered, causing problems with multiple Marvel realities. Madame Web calls on 4 versions of Spider-Man from 4 realities to assist her in bringing the realities back into balance."
262,Hitman 2,https://www.imdb.com/title/tt8525684/?ref_=adv_li_tt,2018,M,8.2,"1,816","Agent 47 embarks on a stealth mission to track down the elusive Shadow Client while learning the truth about his past. The spy thriller takes the assassin across international locations, from vibrant Miami to dangerous rainforests."
263,Call of Duty: Black Ops 4,https://www.imdb.com/title/tt8295516/?ref_=adv_li_tt,2018,M,5.5,"2,450","Call of Duty: Black Ops 4 is the first entry in the first-person shooter series to contain only a multiplayer mode, and a new battle royale mode called Blackout."
264,Cuphead: The Delicious Last Course,https://www.imdb.com/title/tt14876256/?ref_=adv_li_tt,2022,E10+,8.9,143,"The two brothers, Cuphead and Mugman are joined by Ms. Chalice for a DLC add-on adventure on a brand new island. Are you ready to take on a new cast of multi-faceted, screen-filling bosses to assist Chef Saltbaker in Cuphead's final challenging quest?"
265,Def Jam: Fight for NY,https://www.imdb.com/title/tt0426436/?ref_=adv_li_tt,2004,M,8.4,928,"D-Mob, after being arrested for involvement in a shooting, is broken out of police custody. Now, his crew is involved in a major turf war with Crow, with control of New York's underground at stake."
266,Outlast 2,https://www.imdb.com/title/tt4733294/?ref_=adv_li_tt,2017,,7.5,"2,240","Investigative Journalists Blake and his wife Lynn, travel to the Arizona Desert to pursue a lead on a popular suicide, but are soon ambushed by a mysterious and terrifying cult."
267,Quantum Break,https://www.imdb.com/title/tt3391046/?ref_=adv_li_tt,2016,M,7.7,"1,960","Jack Joyce attempts to stabilize time before it breaks completely, after he gains the ability to manipulate time locally when an experiment goes awry."
268,Lego Marvel Super Heroes,https://www.imdb.com/title/tt2620204/?ref_=adv_li_tt,2013,E10+,8.2,"3,415","When the Silver Surfer and his surfboard are knocked out of the sky, shattering the board into bricks that are scattered throughout the Marvel Universe, Nick Fury calls in the heroes of the Marvel Universe to retrieve the ""cosmic bricks"", before villains, like Loki or Magneto, can take them."
269,Dead or Alive Xtreme 3,https://www.imdb.com/title/tt5541120/?ref_=adv_li_tt,2016,M,6.5,43,"The latest entry in the Dead or Alive Xtreme series, it features new and simple game systems, uses high-end 3D models, and has high-quality graphics by way of the new Soft Engine."
270,Halo 5: Guardians,https://www.imdb.com/title/tt3467114/?ref_=adv_li_tt,2015,T,7.1,"3,109","Peace is shattered when colony worlds are unexpectedly attacked. And when humanity's greatest hero goes missing, Spartan Jameson Locke is tasked with hunting the Master Chief and solving a mystery that threatens the entire galaxy."
271,Halo: Reach,https://www.imdb.com/title/tt1723639/?ref_=adv_li_tt,2010,M,8.6,"6,846",A highly-trained branch of the UNSC known as the Noble Team must defend the planet of Reach from a massive Covenant invasion.
272,Max Payne 2: The Fall of Max Payne,https://www.imdb.com/title/tt0366758/?ref_=adv_li_tt,2003,M,9.1,"10,711","The brooding cop has left the DEA and returned to the NYPD. When his latest case ends up involving the thought-dead femme fatale Mona Sax, he finds that his journey through the night is far from over."
273,Half-Life: Alyx,https://www.imdb.com/title/tt11321196/?ref_=adv_li_tt,2020,,9.5,725,"A VR game of an impossible fight against a vicious alien race known as the Combine, set between the events of Half-Life and Half-Life 2. Play as Alyx Vance, humanity's only chance for survival."
274,Ghostbusters,https://www.imdb.com/title/tt1142978/?ref_=adv_li_tt,2009,T,8.4,"3,031",You play the newest employee of the paranormal investigations and eliminations business as a new wave of Gozer related hauntings plagues New York City.
275,Hitman: Absolution,https://www.imdb.com/title/tt2071475/?ref_=adv_li_tt,2012,M,8.2,"6,472","After assassinating his former handler Diana, Agent 47 goes on a mission on her request to track down a young girl named Victoria. Meanwhile, his own employers hunt him. and arms manufacturer Blake Dexter pursues Victoria."
276,Spider-Man: The City That Never Sleeps,https://www.imdb.com/title/tt12106604/?ref_=adv_li_tt,2018,,8.2,803,"Spider-Man falls headfirst into a crime wave led by the ruthless mob boss, Hammerhead."
277,The Outer Worlds,https://www.imdb.com/title/tt9417446/?ref_=adv_li_tt,2019,M,8.0,"2,092","Lost in transit while on a colonist ship bound for the furthest edge of the galaxy, you awake decades later only to find yourself in the midst of a deep conspiracy threatening to destroy the Halcyon colony."
278,South Park: The Stick of Truth,https://www.imdb.com/title/tt2133326/?ref_=adv_li_tt,2014,M,8.9,"4,830","As the New Kid, discover the lost Stick of Truth, and earn your place at the side of Stan, Kyle, Cartman and Kenny as their new friend."
279,The Witcher,https://www.imdb.com/title/tt1135081/?ref_=adv_li_tt,2007,M,8.5,"4,103","In medieval times, Geralt of Rivia, a member of a fading order of professional monster slayers known as Witchers, is on trail of Salamandra, a secretive crime syndicate that stole dangerous alchemical formulas from Witchers' fort."
280,Shadow the Hedgehog,https://www.imdb.com/title/tt0454943/?ref_=adv_li_tt,2005,E10+,5.5,911,"Suffering from amnesia, Shadow the Hedgehog goes to extreme measures to discover the truth about his past and find out who - or what - he really is, all the while caught up in a three sided war between his friends, G.U.N., the Eggman Empire, and a strange race of alien invaders."
281,GoldenEye 007,https://www.imdb.com/title/tt0205973/?ref_=adv_li_tt,1997,T,9.1,"5,605",James Bond must track down agent-turned-terrorist Alec Trevelyan to stop the launch of a powerful satellite. Play the game that set the stage for the First-person shooter genre on the console.
282,Final Fantasy XIV: Endwalker,https://www.imdb.com/title/tt13991580/?ref_=adv_li_tt,2021,T,8.6,117,"The Warrior of Light and Scions of the Seventh Dawn return from the First to their home on the Source, only to be faced with their most dangerous threat yet: a second coming of the Final Days that threatens to tear their world apart."
283,South Park: The Fractured but Whole,https://www.imdb.com/title/tt4782144/?ref_=adv_li_tt,2017,M,8.4,"1,891","Delve into the crime-ridden underbelly of South Park as the New Kid, to battle the forces of evil while Coon strives to make his team the most beloved superheroes in history."
284,Mortal Kombat X,https://www.imdb.com/title/tt3772796/?ref_=adv_li_tt,2015,M,8.3,"3,978","Two years after the death of Shao Khan, the heroes of Earthrealm must face their fallen comrades and prevent Shinnok from corrupting the Jinsei, the source of Earthrealm's life-force."
285,LEGO The Incredibles,https://www.imdb.com/title/tt8205060/?ref_=adv_li_tt,2018,E10+,7.3,471,A new game where players take control of their favorite Incredibles characters in scenes and action sequences from both movies in the franchise.
286,Rainbow Six: Siege,https://www.imdb.com/title/tt4779020/?ref_=adv_li_tt,2015,M,7.8,"2,929",A team of soldiers and militarists are recruited into an elite counter terrorism unit. Their objective is to fight terrorism across the globe. A threat has emerged that targets the Western world and its interests around the world.
287,Doom,https://www.imdb.com/title/tt0286598/?ref_=adv_li_tt,1993,M,8.6,"4,945",A rogue tough space marine (referred to as Doomguy) is the only survivor in a hell-infested facility. He must fight his way to uncover a bitter truth
288,Wolverine,https://www.imdb.com/title/tt15399960/?ref_=adv_li_tt,2024,M,,,Wolverine embarks on an adventure
289,The Evil Within 2,https://www.imdb.com/title/tt7025912/?ref_=adv_li_tt,2017,M,8.3,"2,212","Three years after the events at Beacon Mental Hospital, Sebastian Castellanos has left the Krimson City Police Department, but the mysterious organization MOBIUS gives him a chance to save his own thought-dead daughter."
290,Back to the Future: The Game - 30th Anniversary Edition,https://www.imdb.com/title/tt4961498/?ref_=adv_li_tt,2015,T,8.0,698,Point and click adventure that follows Marty into time traveling mischief in 1931.
291,Harry Potter and the Deathly Hallows: Part II,https://www.imdb.com/title/tt1680310/?ref_=adv_li_tt,2011,E10+,6.9,872,"Harry, Ron and Hermione must destroy the last of the horcruxes to kill Voldemort once and for all."
292,God of War: Ghost of Sparta,https://www.imdb.com/title/tt1756534/?ref_=adv_li_tt,2010,M,8.5,"2,342","Kratos is still haunted by the visions of his mortal past and decides to explore his origins. In Atlantis, he finds his mother Callisto, who claims that his brother Deimos is still alive."
293,Call of Duty,https://www.imdb.com/title/tt0382590/?ref_=adv_li_tt,2003,T,8.6,"6,811","You play as three different Allied nations: the Americans, the British, and the Russians. From 1944 to 1945, you must answer the call of duty and defeat the domination-bent Germans."
294,Star Wars: The Old Republic - Legacy of the Sith,https://www.imdb.com/title/tt16173808/?ref_=adv_li_tt,2022,,7.7,28,The war between the galactic republic and the Sith empire spreads to new worlds! Dangerous fringe groups rise in the dark corners of the galaxy and Darth Malgus pursues an unknown plan. ... See full summary »
295,The Witcher 3: Wild Hunt - Blood and Wine,https://www.imdb.com/title/tt5667286/?ref_=adv_li_tt,2016,M,9.7,"7,555",Geralt is in the southern province of Toussaint where a monstrous serial killer is targeting knights with a dark past. Geralt and his old vampire friend investigate the killer's motives.
296,Sonic Adventure 2,https://www.imdb.com/title/tt0277334/?ref_=adv_li_tt,2001,E,8.1,"1,454","Sonic is arrested after being falsely accused of crimes committed by another hedgehog named Shadow, meanwhile Eggman threatens to destroy the world in 24 hours with a planet destroying weapon if the world doesn't surrender to his rule"
297,Returnal,https://www.imdb.com/title/tt12496966/?ref_=adv_li_tt,2021,M,8.2,526,Roguelike about an astronaut trying to reach the source of a strange signal on a surreal forbidden planet where each time she gets killed by the hostile aliens she's sent back to the moment she arrived on the alien world.
298,Alan Wake,https://www.imdb.com/title/tt0466662/?ref_=adv_li_tt,2010,T,8.5,"5,899","While on vacation in the small town of Bright Falls, a struggling writer must investigate the mysterious disappearance of his wife while events from his latest manuscript, which he can't remember writing, begin to come true."
299,Aliens vs. Predator,https://www.imdb.com/title/tt1376693/?ref_=adv_li_tt,2010,M,7.1,"1,402","Based on the Alien and Predator film franchises, take control of an Xenomorph, predator, or human marine in online or single player."
300,Battlefield 1,https://www.imdb.com/title/tt5702630/?ref_=adv_li_tt,2016,M,8.1,"6,653","Fight your way through battles going from urban combat in a besieged French city to open spaces in the Italian Alps or frantic combats in the Arabic sand dunes. Experience large-scale battles as infantry or piloting vehicles on land, air and sea, from the tanks and bikes on the ground, to bi-planes and gigantic battleships."
301,Command & Conquer: Red Alert 2,https://www.imdb.com/title/tt0252338/?ref_=adv_li_tt,2000,T,8.6,"2,979",You play either side of a new Allied/Soviet war when the real villian is an evil master of mind control.
302,Metal Gear Solid 2: Sons of Liberty,https://www.imdb.com/title/tt0249008/?ref_=adv_li_tt,2001,M,9.0,"8,557","Two years after the death of Solid Snake, a rookie FOX-HOUND agent, on his first mission, infiltrates an offshore decontamination facility to rescue the President."
303,Hentai Girl,https://www.imdb.com/title/tt10938892/?ref_=adv_li_tt,2018,,5.6,30,Add a Plot
304,Cars,https://www.imdb.com/title/tt0814044/?ref_=adv_li_tt,2006,E,7.1,"1,485","After the adventures in the movie, McQueen starts the next season of the Piston Cup."
305,Maneater,https://www.imdb.com/title/tt11941170/?ref_=adv_li_tt,2020,M,6.9,390,"Experience the ultimate power fantasy as the apex predator of the seas - a giant Shark! Terrorize the coastal waterways. Tear swimmers and divers limb from limb, give the humans a reason to fear you!"
306,WWE 2K22,https://www.imdb.com/title/tt13080372/?ref_=adv_li_tt,2022,,7.5,226,"WWE 2K22 is a professional wrestling video game developed by Visual Concepts and published by 2K Sports. It is the twenty-second overall installment of the video game series based on WWE, ... See full summary »"
307,God of War: Ascension,https://www.imdb.com/title/tt2243086/?ref_=adv_li_tt,2013,M,7.8,"2,927","Kratos, the former servant of the God of War, Ares, who tricked Kratos into killing his wife and child, renounces Ares, breaking his blood oath to the God. For this act, Kratos is imprisoned by the three Furies."
308,Half-Life,https://www.imdb.com/title/tt0239023/?ref_=adv_li_tt,1998,M,9.2,"10,164",Dr. Gordon Freeman must fight his way out of a secret research facility after a teleportation experiment goes disastrously wrong.
309,Final Fantasy VII,https://www.imdb.com/title/tt0208155/?ref_=adv_li_tt,1997,T,9.5,"10,439",A former soldier from an evil company joins a mercenary clan to fight the company he once served.
310,Destroy All Humans!,https://www.imdb.com/title/tt10655242/?ref_=adv_li_tt,2020,T,6.9,264,Relive the hit science fiction parody video game by THQ.
311,Brütal Legend,https://www.imdb.com/title/tt1171225/?ref_=adv_li_tt,2009,M,7.9,"1,984","Eddie Riggs, a roadie, is transported to a fantasy world inspired by the artwork of heavy metal album covers, and becomes the world's savior, leading the down-trodden humans against a range of supernatural overlords."
312,Titanfall 2,https://www.imdb.com/title/tt3612274/?ref_=adv_li_tt,2016,,8.5,"3,728","At the edge of the Frontier, a Titan and a common footsoldier are unexpectedly thrown together in a desperate attempt to prevent a catastrophic event."
313,Fast and Furious Crossroads,https://www.imdb.com/title/tt11468188/?ref_=adv_li_tt,2020,T,2.2,364,"Caught up in a dangerous world of organized crime, three small-time garage owners find themselves at a crossroads. In a quest for vengeance, their destinies collide with a cast of familiar faces who share the same adversary."
314,Far Cry New Dawn,https://www.imdb.com/title/tt9395474/?ref_=adv_li_tt,2019,M,6.7,"1,770","Dive into a transformed vibrant post-apocalyptic Hope County, Montana, 17 years after a global nuclear catastrophe. Lead the fight against the Highwaymen, as they seek to take over the last remaining resources."
315,Resident Evil,https://www.imdb.com/title/tt0302327/?ref_=adv_li_tt,2002,M,9.0,"4,183","Remake of the first game in which the RPD squad, Jill and Chris, are forced to flee into a mysterious mansion. Featuring new gameplay mechanics, revised puzzles, additional explorable areas, a revised script, and new story details."
316,Prince of Persia: Warrior Within,https://www.imdb.com/title/tt0437437/?ref_=adv_li_tt,2004,M,8.6,"3,842",A proud yet innocent prince is being chased by The Dahaka (Guardian of Time) as a consequence of his actions. He seeks aid from The Empress of Time to escape from the notion that he cannot change his fate.
317,The Punisher,https://www.imdb.com/title/tt0424369/?ref_=adv_li_tt,2004,AO,8.3,"1,836","Frank Castle's war on crime has him face the mafia, the Russian mob and the Yakuza as well as his famous archenemies from The Punisher comics. Along the way, he gets to briefly team up with some of his S.H.I.E.L.D. allies."
318,Halo 4,https://www.imdb.com/title/tt2006120/?ref_=adv_li_tt,2012,M,8.1,"6,872","After being awoken from cryogenic sleep, Master Chief crash lands on a planet infested by aliens known as Prometheans."
319,Midnight Suns,https://www.imdb.com/title/tt15305282/?ref_=adv_li_tt,2022,T,,,"Set in the darker side of the Marvel Universe, putting you face-to-face against demonic forces of the underworld as you team up with and live among the Midnight Suns, Earth's last line of defense."
320,Scarface: Money. Power. Respect.,https://www.imdb.com/title/tt19373098/?ref_=adv_li_tt,2006,M,9.2,116,Add a Plot
321,The Incredible Hulk,https://www.imdb.com/title/tt1221815/?ref_=adv_li_tt,2008,,6.5,"1,181","Based on the film, with lots of new characters and enemies. Bruce is let loose as the Hulk in New York with massive destruction and combat to fight his way to his decision; cure or embrace."
322,Demolition Man,https://www.imdb.com/title/tt0353346/?ref_=adv_li_tt,1994,T,7.3,694,"Video game adaptation of the film Demolition Man (1993). The full-motion video game uses a mix of 2D fighting, driving, first-person shooter, and shooting galleries as John Spartan tries to stop Simon Phoenix."
323,Grand Theft Auto,https://www.imdb.com/title/tt0248048/?ref_=adv_li_tt,1997,M,7.8,"3,906",As a young street hustler you explore the free world of Liberty City while doing jobs and assignments.
324,Toy Story 2,https://www.imdb.com/title/tt0395789/?ref_=adv_li_tt,1999,E,7.5,"2,212",Join Buzz Lightyear and his group of toys to help rescue Woody.
325,World of Warcraft: Shadowlands,https://www.imdb.com/title/tt13286218/?ref_=adv_li_tt,2020,T,6.6,194,"Journey beyond the veil, discover five otherworldly realms of wonder and horror, gain incredible powers - and save Azeroth from all-consuming darkness."
326,ARK: Survival Evolved,https://www.imdb.com/title/tt5156582/?ref_=adv_li_tt,2015,T,6.9,"1,230","An MMO survival game. Pitting the player in a hostile environment where the goal is to forage, craft, build, hunt, and survive in a prehistoric future where players are given total freedom in a dinosaur ""playground""."
327,Ultimate Spider-Man,https://www.imdb.com/title/tt0479196/?ref_=adv_li_tt,2005,T,7.7,"1,364","You play the Marvel Ultimate Universe versions of Spider-Man and his nemesis, Venom, as both clash with each other and others."
328,Off the Grid,https://www.imdb.com/title/tt21419940/?ref_=adv_li_tt,,,,,Add a Plot
329,Manhunt 2,https://www.imdb.com/title/tt1086334/?ref_=adv_li_tt,2007,AO,7.5,"1,003","Follows Daniel Lamb, a mental patient suffering from amnesia as he tries to uncover his identity. He is accompanied by Leo Kasper, a sociopathic assassin who guides Daniel in his journey."
330,Conker's Bad Fur Day,https://www.imdb.com/title/tt0279742/?ref_=adv_li_tt,2001,M,8.8,"1,368","The vulgar adventures and exploits of a squirrel with a hangover, just trying to get back home while being forced to save the world."
331,Fire Emblem Warriors: Three Hopes,https://www.imdb.com/title/tt18115446/?ref_=adv_li_tt,2022,T,8.1,33,"On the continent of Fódlan, Shez, a mercenary seeking a rematch against the feared mercenary known as the Ashen Demon, becomes involved with the students of the Officers Academy just as war, as well the fated rematch, begins."
332,Resident Evil 2,https://www.imdb.com/title/tt0161941/?ref_=adv_li_tt,1998,M,9.1,"5,873","Two months after the mansion events, the deadly T-virus escapes into the streets of Raccoon City. Leon Kennedy and Claire Redfield find the police office left abandoned. In an underground facility the story of Umbrella Corp. gets unfolded."
333,Dead Island 2,https://www.imdb.com/title/tt3807580/?ref_=adv_li_tt,2023,M,,,"Several months after the events on Banoi, California is put under full quarantine, becoming a bloody paradise and an action-packed playground for renegades who seek adventure and glory."
334,Sonic the Hedgehog,https://www.imdb.com/title/tt0778849/?ref_=adv_li_tt,2006,E10+,3.4,"1,177","Sonic must come to the aid of Princess Elise, who possesses a dark power coveted by Dr. Eggman."
335,Skull and Bones,https://www.imdb.com/title/tt10226250/?ref_=adv_li_tt,2022,M,,,Pirates have refused the King's Pardon and decide to leave the Caribbean to reach a new frontier: the lucrative waters of the Indian Ocean. Players must thrive in order to survive in a place where everyone wants a bigger slice.
336,Splinter Cell: Blacklist,https://www.imdb.com/title/tt2190134/?ref_=adv_li_tt,2013,M,8.3,"2,743",Sam Fisher and his Fourth Echelon must stop a dangerous terrorist group known as the Engineers who threaten several terrorist attacks on American soil to force the US Military to pull out of its overseas bases.
337,The Chronicles of Riddick: Assault on Dark Athena,https://www.imdb.com/title/tt1218336/?ref_=adv_li_tt,2009,M,8.2,"1,624","Featuring a remastered edition of The Chronicles of Riddick: Escape from Butcher Bay (2004), as well as a new full-length campaign, Assault on Dark Athena picks up moments after Riddick's escape."
338,Lego Marvel Super Heroes 2,https://www.imdb.com/title/tt7175178/?ref_=adv_li_tt,2017,E10+,7.4,925,Superheroes from different eras and realities of the Marvel Universe fight in lego style against the time-traveling villain Kang the Conqueror in a battle across space and time.
339,Cobra Kai: The Karate Kid Saga Continues,https://www.imdb.com/title/tt13393818/?ref_=adv_li_tt,2020,T,8.1,252,"Cobra Kai: The Karate Kid Saga Continues is a side-scrolling beat 'em-up video game based on the American web television series Cobra Kai, developed by Flux Game Studio and published by ... See full summary »"
340,Fallout: A Post-Nuclear Role-Playing Game,https://www.imdb.com/title/tt0134648/?ref_=adv_li_tt,1997,M,9.2,"3,772","After being sent by the overseer of his vault to search for a new water purifying chip, the player discovers the horrors of post apocalyptic America, and the threat of the Master's Army."
341,Battlefield 2042,https://www.imdb.com/title/tt14817834/?ref_=adv_li_tt,2021,M,2.8,644,In the near future the world has entered a set of constant chaos with a massive immigration crisis birthing a rebellion against the last all encompassing world government.
342,Super Mario Bros.,https://www.imdb.com/title/tt0177266/?ref_=adv_li_tt,1985,,8.9,"6,207",A plumber named Mario and his brother Luigi travel through the Mushroom Kingdom to save the princess from the evil Bowser.
343,BioShock 2,https://www.imdb.com/title/tt1506437/?ref_=adv_li_tt,2010,M,8.3,"9,559","In 1968, the first successfully-bonded Big Daddy is reawakened to save his Little Sister from the clutches of Rapture's new leader, Sofia Lamb."
344,Super Mario 64,https://www.imdb.com/title/tt0204657/?ref_=adv_li_tt,1996,K-A,9.1,"6,129","When the evil Bowser steals 120 power stars and traps Princess Peach within the walls of her own castle, it's up to Mario to save her once again."
345,Trollhunters: Defenders of Arcadia,https://www.imdb.com/title/tt12367114/?ref_=adv_li_tt,2020,E10+,8.4,102,"Trollhunters: Defenders of Arcadia is a video game based on the popular television series Trollhunters: Tales of Arcadia. It was released on PlayStation 4, Xbox One, Nintendo Switch and ... See full summary »"
346,Ryse: Son of Rome,https://www.imdb.com/title/tt3375624/?ref_=adv_li_tt,2013,M,7.2,"1,668","After his family is murdered, a Roman warrior must fight the barbarian horde to fulfill his fathers last dying wish, to protect Rome."
347,The Chronicles of Riddick: Escape from Butcher Bay,https://www.imdb.com/title/tt0405833/?ref_=adv_li_tt,2004,M,8.6,"3,168","Set before the events of Pitch Black (2000), this game tells the story of how Richard B. Riddick obtained his ability to see in the dark."
348,NieR Replicant: ver.1.22474487139...,https://www.imdb.com/title/tt12049866/?ref_=adv_li_tt,2021,M,8.6,382,"In the far distant future, humanity is on the brink of extinction. A black scrawl disease and strange beasts threaten the world. A kind-hearted young boy makes a promise to his little ... See full summary »"
349,X-Men Origins: Wolverine,https://www.imdb.com/title/tt1334106/?ref_=adv_li_tt,2009,,7.9,"3,427","Based on the film, the player controls Logan, a veteran who used to work for William Stryker in his gang of mutants. Now, Stryker has come back to Logan for help. Play as Wolverine as you hunt down Sabretooth and fight other mutants."
350,Battlefield V,https://www.imdb.com/title/tt9053434/?ref_=adv_li_tt,2018,M,6.0,"2,574",Enter mankind's greatest conflict with Battlefield V as the series goes back to its roots with a never-before-seen portrayal of World War 2.
351,Game of Thrones,https://www.imdb.com/title/tt2231444/?ref_=adv_li_tt,2012,M,7.7,"1,754",Enter the gritty and medieval fantasy world of Westeros as players will forge alliances and wage battles as they play a pivotal role in the ongoing war for power of the Seven Kingdoms.
352,Need for Speed: Most Wanted,https://www.imdb.com/title/tt0462448/?ref_=adv_li_tt,2005,T,8.7,"6,908","A lone street racer must use his talents to rise to the top of the Blacklist, comprised of the 15 most elite drivers in the city of Rockport."
353,Star Wars: Knights of the Old Republic II - The Sith Lords,https://www.imdb.com/title/tt0433458/?ref_=adv_li_tt,2004,T,8.9,"5,168",You play an exiled and depowered Jedi Knight who has returned to the Republic and must restore both your powers and the devastated Jedi Order to challenge the Sith.
354,Prison Break: The Conspiracy,https://www.imdb.com/title/tt1531425/?ref_=adv_li_tt,2010,T,7.6,876,"Michael Scofield, brother of Lincoln Burrows purposely incarcerates himself so that he can break out his brother."
355,The Witcher 2: Assassins of Kings,https://www.imdb.com/title/tt1937416/?ref_=adv_li_tt,2011,M,8.8,"5,432","Witcher Geralt must track down a mysterious assassin known as the Kingslayer, who appears to also have the powers of a witcher. Is the Kingslayer simply working for the leaders of a non-human rebellion or is there more to this mystery?"
